timestamp,open,high,low,close,volume
2023-12-18 00:00:00+00:00,10215.620775395906,10377.551359115489,10119.661910969488,10351.5625,1600437
2023-12-19 00:00:00+00:00,10351.56309843478,10419.533964666296,10267.599087207616,10341.5673828125,2158756
2023-12-20 00:00:00+00:00,10407.53866308184,10555.475247996948,10277.59436552127,10479.5078125,3950260
2023-12-21 00:00:00+00:00,10431.529590216483,10547.479899958254,10363.55871898855,10475.5107421875,2224399
2023-12-22 00:00:00+00:00,10345.566138621718,10449.521585811734,10345.566138621718,10431.529296875,651734
2023-12-27 00:00:00+00:00,10467.513251122009,10617.448983328684,10423.53210300805,10523.4892578125,1044256
2023-12-28 00:00:00+00:00,10559.474010914153,10707.410602509693,10345.565696039519,10569.4697265625,708410
2023-12-29 00:00:00+00:00,10521.489716059847,10657.431441443101,10301.58398382223,10595.4580078125,455940
2024-01-02 00:00:00+00:00,10627.445729630144,10833.357488499954,10529.487708420234,10783.37890625,1688733
2024-01-03 00:00:00+00:00,10681.422545500174,10805.369428865515,10621.44824709759,10735.3994140625,2972338
2024-01-04 00:00:00+00:00,10763.386830932437,10897.32942336789,10741.396256054975,10859.345703125,1896074
2024-01-05 00:00:00+00:00,10751.39245830138,10837.355618529524,10709.410449817868,10753.3916015625,1161094
2024-01-08 00:00:00+00:00,10711.40875867411,10767.384765625,10671.42589656633,10767.384765625,1921363
2024-01-09 00:00:00+00:00,10829.359206237961,10913.323224451362,10809.367773330008,10897.330078125,3005457
2024-01-10 00:00:00+00:00,10825.360068448967,10921.318938861812,10805.368637112959,10895.330078125,1411866
2024-01-11 00:00:00+00:00,10923.318367670821,11017.278097407376,10711.409189967106,10825.3603515625,2156932
2024-01-12 00:00:00+00:00,10833.356961374804,10883.33554119292,10809.367243062108,10857.3466796875,1212597
2024-01-15 00:00:00+00:00,10819.36258221411,10895.330020891886,10799.371150983114,10847.3505859375,2283608
2024-01-16 00:00:00+00:00,10709.410323199441,10761.388047374014,10473.511421176381,10641.439453125,2913853
2024-01-17 00:00:00+00:00,10495.50127777678,10565.471286295293,10355.561260739758,10441.5244140625,2279952
2024-01-18 00:00:00+00:00,10361.558551998958,10429.529416511396,10337.568835112215,10427.5302734375,4541622
2024-01-19 00:00:00+00:00,10453.519468425842,10649.43549594654,10453.519468425842,10503.498046875,2568801
2024-01-22 00:00:00+00:00,10463.515159495986,10899.328362547214,10447.522014429887,10585.462890625,4529556
